Gene1,Gene2,CellLine,Label
7.0,1505.0,0.0,1.0
28.0,32174.0,0.0,1.0
34.0,34753.0,0.0,1.0
38.0,30129.0,0.0,1.0
60.0,1349.0,0.0,1.0
79.0,36752.0,0.0,1.0
85.0,33668.0,0.0,1.0
124.0,8282.0,0.0,1.0
125.0,35357.0,0.0,1.0
130.0,6101.0,0.0,1.0
140.0,9391.0,0.0,1.0
144.0,3670.0,0.0,1.0
194.0,33830.0,0.0,1.0
228.0,567.0,0.0,1.0
272.0,30835.0,0.0,1.0
313.0,7632.0,0.0,1.0
327.0,31917.0,0.0,1.0
372.0,6978.0,0.0,1.0
430.0,9391.0,0.0,1.0
583.0,6760.0,0.0,1.0
583.0,30540.0,0.0,1.0
594.0,37458.0,0.0,1.0
614.0,5006.0,0.0,1.0
623.0,4798.0,0.0,1.0
723.0,33771.0,0.0,1.0
773.0,8332.0,0.0,1.0
776.0,32289.0,0.0,1.0
807.0,36609.0,0.0,1.0
813.0,651.0,0.0,1.0
831.0,9411.0,0.0,1.0
893.0,6004.0,0.0,1.0
957.0,38543.0,0.0,1.0
991.0,33880.0,0.0,1.0
1000.0,2168.0,0.0,1.0
1000.0,7529.0,0.0,1.0
1003.0,38590.0,0.0,1.0
1018.0,32507.0,0.0,1.0
1080.0,30490.0,0.0,1.0
1113.0,5436.0,0.0,1.0
1270.0,29615.0,0.0,1.0
1287.0,5.0,0.0,1.0
1455.0,31770.0,0.0,1.0
1470.0,33632.0,0.0,1.0
1470.0,35319.0,0.0,1.0
1555.0,30196.0,0.0,1.0
1559.0,36325.0,0.0,1.0
1565.0,2253.0,0.0,1.0
1733.0,496.0,0.0,1.0
1733.0,2797.0,0.0,1.0
1775.0,37554.0,0.0,1.0
1847.0,964.0,0.0,1.0
1847.0,6429.0,0.0,1.0
1898.0,30904.0,0.0,1.0
1898.0,31773.0,0.0,1.0
1898.0,33432.0,0.0,1.0
1941.0,38754.0,0.0,1.0
1942.0,6987.0,0.0,1.0
1942.0,30235.0,0.0,1.0
1992.0,30085.0,0.0,1.0
2038.0,8238.0,0.0,1.0
2097.0,7511.0,0.0,1.0
2103.0,29756.0,0.0,1.0
2103.0,31124.0,0.0,1.0
2168.0,6429.0,0.0,1.0
2249.0,29968.0,0.0,1.0
2258.0,31917.0,0.0,1.0
2267.0,29903.0,0.0,1.0
2368.0,1847.0,0.0,1.0
2368.0,37594.0,0.0,1.0
2448.0,29661.0,0.0,1.0
2652.0,429.0,0.0,1.0
2712.0,31917.0,0.0,1.0
2716.0,6316.0,0.0,1.0
2753.0,1505.0,0.0,1.0
2774.0,8592.0,0.0,1.0
2924.0,417.0,0.0,1.0
2924.0,4251.0,0.0,1.0
2924.0,8022.0,0.0,1.0
2972.0,5877.0,0.0,1.0
2972.0,33509.0,0.0,1.0
2972.0,38345.0,0.0,1.0
3037.0,30120.0,0.0,1.0
3037.0,32213.0,0.0,1.0
3090.0,6863.0,0.0,1.0
3125.0,9817.0,0.0,1.0
