Gene1,Gene2,CellLine,Label
7.0,31147.0,0.0,1.0
16.0,35154.0,0.0,1.0
96.0,31917.0,0.0,1.0
228.0,9463.0,0.0,1.0
504.0,30619.0,0.0,1.0
594.0,8599.0,0.0,1.0
733.0,2168.0,0.0,1.0
981.0,30896.0,0.0,1.0
1057.0,9037.0,0.0,1.0
1077.0,31022.0,0.0,1.0
1195.0,31316.0,0.0,1.0
1206.0,2664.0,0.0,1.0
1640.0,31917.0,0.0,1.0
1789.0,32529.0,0.0,1.0
1847.0,2168.0,0.0,1.0
1847.0,3602.0,0.0,1.0
2138.0,30142.0,0.0,1.0
2251.0,36991.0,0.0,1.0
2253.0,1565.0,0.0,1.0
2380.0,34638.0,0.0,1.0
2409.0,6589.0,0.0,1.0
2431.0,31589.0,0.0,1.0
2456.0,8697.0,0.0,1.0
2664.0,5410.0,0.0,1.0
2774.0,6254.0,0.0,1.0
2803.0,38942.0,0.0,1.0
2922.0,8761.0,0.0,1.0
2972.0,33463.0,0.0,1.0
2972.0,34310.0,0.0,1.0
3269.0,33741.0,0.0,1.0
3447.0,30779.0,0.0,1.0
3592.0,5842.0,0.0,1.0
3763.0,34728.0,0.0,1.0
3808.0,5877.0,0.0,1.0
3808.0,38345.0,0.0,1.0
3821.0,30904.0,0.0,1.0
3821.0,31126.0,0.0,1.0
3997.0,29765.0,0.0,1.0
4420.0,29668.0,0.0,1.0
4516.0,30425.0,0.0,1.0
4627.0,1195.0,0.0,1.0
4644.0,9563.0,0.0,1.0
4657.0,626.0,0.0,1.0
4663.0,33758.0,0.0,1.0
4672.0,29844.0,0.0,1.0
4700.0,2167.0,0.0,1.0
5101.0,1738.0,0.0,1.0
5413.0,31100.0,0.0,1.0
5471.0,33389.0,0.0,1.0
5525.0,33362.0,0.0,1.0
5528.0,29911.0,0.0,1.0
5544.0,31917.0,0.0,1.0
5569.0,7825.0,0.0,1.0
5793.0,36231.0,0.0,1.0
5877.0,33509.0,0.0,1.0
5960.0,39013.0,0.0,1.0
5992.0,33332.0,0.0,1.0
6475.0,1170.0,0.0,1.0
6568.0,387.0,0.0,1.0
6760.0,30540.0,0.0,1.0
6803.0,29699.0,0.0,1.0
6816.0,31516.0,0.0,1.0
7429.0,4865.0,0.0,1.0
7717.0,36499.0,0.0,1.0
7799.0,32089.0,0.0,1.0
7946.0,1274.0,0.0,1.0
8081.0,5699.0,0.0,1.0
8110.0,3711.0,0.0,1.0
8236.0,6920.0,0.0,1.0
8309.0,5588.0,0.0,1.0
8407.0,3721.0,0.0,1.0
8429.0,33673.0,0.0,1.0
8492.0,6183.0,0.0,1.0
8674.0,5886.0,0.0,1.0
8697.0,2456.0,0.0,1.0
9131.0,31917.0,0.0,1.0
9156.0,29625.0,0.0,1.0
9161.0,31906.0,0.0,1.0
9391.0,2761.0,0.0,1.0
9391.0,8761.0,0.0,1.0
9507.0,32008.0,0.0,1.0
9540.0,7513.0,0.0,1.0
9550.0,2129.0,0.0,1.0
9760.0,7291.0,0.0,1.0
9815.0,30085.0,0.0,1.0
9945.0,2144.0,0.0,1.0
9960.0,8282.0,0.0,1.0
29516.0,529.0,0.0,1.0
29521.0,9624.0,0.0,1.0
29544.0,802.0,0.0,1.0
29544.0,33699.0,0.0,1.0
29568.0,29569.0,0.0,1.0
29606.0,7395.0,0.0,1.0
29689.0,7714.0,0.0,1.0
29712.0,9039.0,0.0,1.0
29715.0,32931.0,0.0,1.0
29926.0,8529.0,0.0,1.0
30010.0,29906.0,0.0,1.0
30076.0,30918.0,0.0,1.0
30085.0,29990.0,0.0,1.0
30092.0,6798.0,0.0,1.0
30130.0,29890.0,0.0,1.0
30130.0,30010.0,0.0,1.0
30218.0,4201.0,0.0,1.0
30219.0,31917.0,0.0,1.0
30302.0,4964.0,0.0,1.0
30331.0,6066.0,0.0,1.0
30372.0,159.0,0.0,1.0
30406.0,30691.0,0.0,1.0
30470.0,30277.0,0.0,1.0
30498.0,5815.0,0.0,1.0
30562.0,29890.0,0.0,1.0
30562.0,30010.0,0.0,1.0
30644.0,5597.0,0.0,1.0
30726.0,32201.0,0.0,1.0
30742.0,6273.0,0.0,1.0
30820.0,31967.0,0.0,1.0
30840.0,7922.0,0.0,1.0
30941.0,33068.0,0.0,1.0
31013.0,7933.0,0.0,1.0
31037.0,6668.0,0.0,1.0
31135.0,2784.0,0.0,1.0
31136.0,7589.0,0.0,1.0
31161.0,31162.0,0.0,1.0
31280.0,33454.0,0.0,1.0
31297.0,34965.0,0.0,1.0
31309.0,34216.0,0.0,1.0
31329.0,33110.0,0.0,1.0
