Gene1,Gene2,CellLine,Label
430.0,9391.0,0.0,1.0
881.0,2103.0,0.0,1.0
881.0,31124.0,0.0,1.0
1751.0,7381.0,0.0,1.0
2103.0,29756.0,0.0,1.0
2103.0,31124.0,0.0,1.0
2924.0,417.0,0.0,1.0
4841.0,33742.0,0.0,1.0
5729.0,9371.0,0.0,1.0
6097.0,31224.0,0.0,1.0
8512.0,31984.0,0.0,1.0
9161.0,30080.0,0.0,1.0
9391.0,2761.0,0.0,1.0
9391.0,9691.0,0.0,1.0
9391.0,29709.0,0.0,1.0
29602.0,3128.0,0.0,1.0
30005.0,9925.0,0.0,1.0
30456.0,30465.0,0.0,1.0
30820.0,31967.0,0.0,1.0
31145.0,30212.0,0.0,1.0
31875.0,9391.0,0.0,1.0
32358.0,35126.0,0.0,1.0
32577.0,31734.0,0.0,1.0
33541.0,2714.0,0.0,1.0
34209.0,30947.0,0.0,1.0
34310.0,33509.0,0.0,1.0
34310.0,38345.0,0.0,1.0
36967.0,29967.0,0.0,1.0
37458.0,8599.0,0.0,1.0
38345.0,33509.0,0.0,1.0
37905.0,5008.0,0.0,0.0
33509.0,30820.0,0.0,0.0
30451.0,30080.0,0.0,0.0
2714.0,8860.0,0.0,0.0
30451.0,3128.0,0.0,0.0
32959.0,2295.0,0.0,0.0
31734.0,31967.0,0.0,0.0
33089.0,3642.0,0.0,0.0
7723.0,34055.0,0.0,0.0
35411.0,32358.0,0.0,0.0
36995.0,36967.0,0.0,0.0
30605.0,3606.0,0.0,0.0
4292.0,7954.0,0.0,0.0
9860.0,34131.0,0.0,0.0
4053.0,8407.0,0.0,0.0
34003.0,31034.0,0.0,0.0
33742.0,9628.0,0.0,0.0
7691.0,862.0,0.0,0.0
30193.0,9429.0,0.0,0.0
32203.0,30465.0,0.0,0.0
30080.0,29936.0,0.0,0.0
4230.0,34055.0,0.0,0.0
32356.0,31731.0,0.0,0.0
9275.0,1280.0,0.0,0.0
33089.0,30456.0,0.0,0.0
39448.0,1487.0,0.0,0.0
6710.0,1751.0,0.0,0.0
31699.0,35512.0,0.0,0.0
32736.0,6730.0,0.0,0.0
7717.0,7484.0,0.0,0.0
272.0,2174.0,1.0,1.0
272.0,30071.0,1.0,1.0
272.0,30177.0,1.0,1.0
272.0,30465.0,1.0,1.0
272.0,31468.0,1.0,1.0
272.0,34003.0,1.0,1.0
1275.0,8118.0,1.0,1.0
2103.0,31124.0,1.0,1.0
2174.0,30071.0,1.0,1.0
2295.0,36256.0,1.0,1.0
2581.0,30772.0,1.0,1.0
2619.0,36995.0,1.0,1.0
2619.0,38111.0,1.0,1.0
3642.0,1988.0,1.0,1.0
3996.0,272.0,1.0,1.0
3996.0,2174.0,1.0,1.0
3996.0,30071.0,1.0,1.0
3996.0,30177.0,1.0,1.0
3996.0,30465.0,1.0,1.0
3996.0,34003.0,1.0,1.0
4309.0,33745.0,1.0,1.0
4700.0,33479.0,1.0,1.0
4704.0,38111.0,1.0,1.0
5679.0,3606.0,1.0,1.0
5685.0,34754.0,1.0,1.0
6557.0,33786.0,1.0,1.0
6760.0,1082.0,1.0,1.0
8118.0,31441.0,1.0,1.0
8407.0,2581.0,1.0,1.0
8428.0,6252.0,1.0,1.0
8922.0,8118.0,1.0,1.0
29823.0,1536.0,1.0,1.0
30005.0,9925.0,1.0,1.0
30177.0,2174.0,1.0,1.0
30177.0,30071.0,1.0,1.0
30177.0,30465.0,1.0,1.0
30177.0,31468.0,1.0,1.0
30177.0,34003.0,1.0,1.0
30465.0,2174.0,1.0,1.0
30465.0,30071.0,1.0,1.0
30465.0,31468.0,1.0,1.0
30465.0,34003.0,1.0,1.0
31468.0,2174.0,1.0,1.0
31468.0,30071.0,1.0,1.0
31699.0,38090.0,1.0,1.0
32356.0,4292.0,1.0,1.0
32358.0,35126.0,1.0,1.0
32577.0,31734.0,1.0,1.0
33522.0,1988.0,1.0,1.0
33522.0,3642.0,1.0,1.0
33745.0,35094.0,1.0,1.0
33851.0,6557.0,1.0,1.0
34003.0,2174.0,1.0,1.0
34003.0,30071.0,1.0,1.0
34003.0,31468.0,1.0,1.0
34310.0,38345.0,1.0,1.0
34754.0,36344.0,1.0,1.0
35411.0,35311.0,1.0,1.0
36995.0,38111.0,1.0,1.0
37261.0,35411.0,1.0,1.0
37639.0,9628.0,1.0,1.0
37905.0,6272.0,1.0,1.0
39454.0,39448.0,1.0,1.0
90126.0,272.0,1.0,1.0
90126.0,2174.0,1.0,1.0
90126.0,3996.0,1.0,1.0
90126.0,30071.0,1.0,1.0
90126.0,30177.0,1.0,1.0
90126.0,30465.0,1.0,1.0
90126.0,31468.0,1.0,1.0
90126.0,34003.0,1.0,1.0
4700.0,2174.0,1.0,0.0
9925.0,8922.0,1.0,0.0
29756.0,84.0,1.0,0.0
33472.0,5738.0,1.0,0.0
4292.0,2761.0,1.0,0.0
30541.0,35094.0,1.0,0.0
36995.0,35311.0,1.0,0.0
33479.0,17.0,1.0,0.0
30456.0,6543.0,1.0,0.0
34055.0,2810.0,1.0,0.0
37905.0,31441.0,1.0,0.0
8407.0,1954.0,1.0,0.0
39035.0,38919.0,1.0,0.0
3435.0,850.0,1.0,0.0
35311.0,30772.0,1.0,0.0
6543.0,29732.0,1.0,0.0
6330.0,6214.0,1.0,0.0
5738.0,850.0,1.0,0.0
30005.0,31731.0,1.0,0.0
4704.0,6214.0,1.0,0.0
6214.0,37458.0,1.0,0.0
1536.0,38535.0,1.0,0.0
4053.0,31124.0,1.0,0.0
2363.0,32448.0,1.0,0.0
32358.0,8118.0,1.0,0.0
35411.0,9371.0,1.0,0.0
8915.0,34209.0,1.0,0.0
4053.0,31769.0,1.0,0.0
90126.0,8118.0,1.0,0.0
37152.0,32959.0,1.0,0.0
9161.0,4309.0,1.0,0.0
8428.0,3139.0,1.0,0.0
8871.0,417.0,1.0,0.0
31875.0,6444.0,1.0,0.0
4841.0,33479.0,1.0,0.0
30465.0,5729.0,1.0,0.0
3435.0,38346.0,1.0,0.0
8860.0,8408.0,1.0,0.0
5495.0,4292.0,1.0,0.0
5714.0,3569.0,1.0,0.0
8599.0,1280.0,1.0,0.0
1895.0,34807.0,1.0,0.0
430.0,30745.0,1.0,0.0
29862.0,33786.0,1.0,0.0
3128.0,32358.0,1.0,0.0
30737.0,31329.0,1.0,0.0
34746.0,31875.0,1.0,0.0
8408.0,2103.0,1.0,0.0
6034.0,30538.0,1.0,0.0
2103.0,33745.0,1.0,0.0
29599.0,32092.0,1.0,0.0
29732.0,4704.0,1.0,0.0
37261.0,1275.0,1.0,0.0
30083.0,36594.0,1.0,0.0
33742.0,1226.0,1.0,0.0
32736.0,264.0,1.0,0.0
5112.0,30369.0,1.0,0.0
39454.0,32500.0,1.0,0.0
1537.0,31329.0,1.0,0.0
30685.0,34219.0,1.0,0.0
32092.0,8922.0,1.0,0.0
30369.0,34746.0,1.0,0.0
9925.0,6515.0,1.0,0.0
4230.0,38111.0,1.0,0.0
30377.0,6214.0,1.0,0.0
210.0,430.0,1.0,0.0
33541.0,3397.0,1.0,0.0
1536.0,30071.0,1.0,0.0
4053.0,30451.0,1.0,0.0
1536.0,38089.0,1.0,0.0
34414.0,38090.0,1.0,0.0
84.0,3435.0,2.0,1.0
1536.0,1852.0,2.0,1.0
2720.0,38535.0,2.0,1.0
3139.0,3435.0,2.0,1.0
3139.0,31731.0,2.0,1.0
3435.0,32586.0,2.0,1.0
5008.0,3435.0,2.0,1.0
5008.0,31731.0,2.0,1.0
5426.0,3435.0,2.0,1.0
5426.0,31731.0,2.0,1.0
6447.0,3435.0,2.0,1.0
6447.0,31731.0,2.0,1.0
6972.0,9694.0,2.0,1.0
29583.0,5714.0,2.0,1.0
30377.0,3435.0,2.0,1.0
31329.0,34414.0,2.0,1.0
31731.0,84.0,2.0,1.0
31731.0,30377.0,2.0,1.0
31731.0,32586.0,2.0,1.0
31731.0,34219.0,2.0,1.0
32577.0,31734.0,2.0,1.0
33522.0,29823.0,2.0,1.0
33522.0,30947.0,2.0,1.0
33522.0,31329.0,2.0,1.0
34055.0,84.0,2.0,1.0
34055.0,3139.0,2.0,1.0
34055.0,5008.0,2.0,1.0
