Gene1,Gene2,CellLine,Label
28.0,2422.0,0.0,1.0
28.0,32174.0,0.0,1.0
39.0,31917.0,0.0,1.0
55.0,31917.0,0.0,1.0
70.0,31917.0,0.0,1.0
86.0,8561.0,0.0,1.0
130.0,6101.0,0.0,1.0
144.0,3670.0,0.0,1.0
193.0,31917.0,0.0,1.0
220.0,31917.0,0.0,1.0
228.0,567.0,0.0,1.0
228.0,9463.0,0.0,1.0
268.0,31917.0,0.0,1.0
272.0,30835.0,0.0,1.0
309.0,1307.0,0.0,1.0
304.0,31917.0,0.0,1.0
307.0,31917.0,0.0,1.0
310.0,31917.0,0.0,1.0
327.0,31917.0,0.0,1.0
341.0,2556.0,0.0,1.0
372.0,6978.0,0.0,1.0
385.0,31917.0,0.0,1.0
390.0,31917.0,0.0,1.0
413.0,31917.0,0.0,1.0
430.0,9391.0,0.0,1.0
458.0,30334.0,0.0,1.0
473.0,31917.0,0.0,1.0
480.0,31917.0,0.0,1.0
483.0,31917.0,0.0,1.0
491.0,31917.0,0.0,1.0
494.0,31917.0,0.0,1.0
496.0,31917.0,0.0,1.0
508.0,31917.0,0.0,1.0
514.0,31917.0,0.0,1.0
518.0,31917.0,0.0,1.0
529.0,31917.0,0.0,1.0
538.0,31917.0,0.0,1.0
545.0,31917.0,0.0,1.0
583.0,6760.0,0.0,1.0
580.0,31917.0,0.0,1.0
583.0,30540.0,0.0,1.0
589.0,31917.0,0.0,1.0
609.0,1482.0,0.0,1.0
614.0,5006.0,0.0,1.0
623.0,4798.0,0.0,1.0
634.0,31917.0,0.0,1.0
640.0,31917.0,0.0,1.0
703.0,31917.0,0.0,1.0
733.0,2168.0,0.0,1.0
727.0,31917.0,0.0,1.0
740.0,31917.0,0.0,1.0
776.0,32289.0,0.0,1.0
831.0,9411.0,0.0,1.0
839.0,31917.0,0.0,1.0
881.0,2103.0,0.0,1.0
881.0,31124.0,0.0,1.0
906.0,31917.0,0.0,1.0
916.0,31917.0,0.0,1.0
921.0,31917.0,0.0,1.0
965.0,31917.0,0.0,1.0
971.0,31917.0,0.0,1.0
980.0,31917.0,0.0,1.0
981.0,30896.0,0.0,1.0
1000.0,2168.0,0.0,1.0
1000.0,7529.0,0.0,1.0
1004.0,31917.0,0.0,1.0
1018.0,7483.0,0.0,1.0
1018.0,32507.0,0.0,1.0
1070.0,31917.0,0.0,1.0
1077.0,31022.0,0.0,1.0
1080.0,30490.0,0.0,1.0
1113.0,5436.0,0.0,1.0
1129.0,31917.0,0.0,1.0
1136.0,31917.0,0.0,1.0
1193.0,31917.0,0.0,1.0
1195.0,31316.0,0.0,1.0
1195.0,31917.0,0.0,1.0
1206.0,2664.0,0.0,1.0
1269.0,31917.0,0.0,1.0
1270.0,29615.0,0.0,1.0
1344.0,9216.0,0.0,1.0
1340.0,31917.0,0.0,1.0
1420.0,31917.0,0.0,1.0
1455.0,31770.0,0.0,1.0
1496.0,31917.0,0.0,1.0
1513.0,31917.0,0.0,1.0
1537.0,2208.0,0.0,1.0
1601.0,9404.0,0.0,1.0
1617.0,31917.0,0.0,1.0
1640.0,31917.0,0.0,1.0
1678.0,31917.0,0.0,1.0
1751.0,7381.0,0.0,1.0
1749.0,31917.0,0.0,1.0
1789.0,32529.0,0.0,1.0
